name,padrillo,yegua,genre,criador,auctionOrder,year,value,valueUSDB,p1,p2,p1_p2,eday,birth_eday
QUITE SUSHI,JAPAN (USA),QUATRO FOLHAS,Macho,Santa Maria De Araras,28,2022,26500,15336.961,0.7425049,0.09192806,0.068257034,2022-04-11,2020-10-07
SHU UEMURA,SEIZE (USA),MI CHAPLINA,Hembra,Alborada,19,2023,7500000,15321.757,0.6615,0.0047636298,0.0031511409,2023-05-23,2021-09-28
SHOTOKAN,DANIEL BOONE (BRZ),SUBLIMACION,Macho,Santa Maria De Araras,11,2020,26250,15313.314,0.62354016,0.14731939,0.09185956,2020-05-01,2018-09-23
MAREJADA,HURRICANE CAT (USA),SUNSET BEACH,Hembra,El Mallin,33,2024,17000,15291.37,0.6681736,0.05586231,0.03732572,2024-04-09,2022-08-21
ALPENGLOW,ANGIOLO,DIANDRA PARODI,Macho,El Paraiso,52,2023,31000,15260.127,0.7625754,0.05811057,0.044313688,2023-04-23,2021-08-30
PAIROS,LE BLUES,PLANCHETA,Macho,Vacacion,16,2023,30000,15255.277,0.70454943,0.091345266,0.06435726,2023-06-12,2021-09-27
SIXTIES GIRL,SIXTIES SONG,SAUDI GIRL,Hembra,Vacacion,36,2023,30000,15255.277,0.5277067,0.04878456,0.025743939,2023-06-12,2021-09-07
DE OTRO MUNDO,HURRICANE CAT (USA),DIRETRICE,Macho,Vacacion,11,2023,30000,15255.277,0.6885093,0.04402278,0.030310092,2023-06-12,2021-10-15
WHISKED,ORPEN (USA),WASIM,Macho,Carampangue,46,2019,700000,15250.544,0.67624325,0.075665854,0.051168524,2019-05-16,2017-08-25
WATER SEER,SEEK AGAIN (USA),WATER DEEP,Macho,Carampangue,51,2019,700000,15250.544,0.706559,0.07237692,0.051138565,2019-05-16,2017-08-01
FEEL THE WAY,IN THE DARK,FRICKA,Macho,Vacacion,10,2020,27250,15247.624,0.63943607,0.09021153,0.057684507,2020-06-14,2018-09-22
MI CHICA IDEAL,DADDY LONG LEGS (USA),MI CHICA BONITA,Hembra,Abolengo,62,2023,29000,15228.392,0.6365221,0.07074703,0.04503205,2023-03-28,2021-07-08
AVERY ROAD,ANGIOLO,INTER VICA,Macho,El Paraiso,14,2023,5800000,15223.097,0.72521913,0.0753989,0.054680724,2023-03-19,2021-09-27
EL NAMBER UAN,HURRICANE CAT (USA),LA COMPADRADA,Macho,Santa Ines,19,2021,25000,15222.686,0.74180526,0.08867953,0.06578294,2021-05-19,2019-09-17
PORTOBELLO SOUND,LONG ISLAND SOUND (USA),PORTA FEM,Macho,Abolengo,29,2022,26000,15207.567,0.6416508,0.056007925,0.03593753,2022-05-22,2020-10-17
MARC SAGITAL,MARCONI (USA),STORMY SAGITAL,Macho,La Generacion,38,2023,32000,15202.894,0.66320086,0.0346721,0.022994567,2023-05-16,2021-09-29
VIDA CALLEJERA,QUE VIDA BUENA,STREET OF LOVE,Hembra,Don Florentino,12,2021,2575000,15191.74,0.40476257,0.026976954,0.010919261,2021-07-05,2019-07-16
MAGNIFICENT,DANIEL BOONE (BRZ),MALIBU QUEEN,Macho,Santa Maria De Araras,22,2020,26000,15167.474,0.7166019,0.26439637,0.18946694,2020-05-01,2018-09-08
GOMERAZO,QUE VIDA BUENA,ROMAN LULA,Macho,Don Florentino,4,2022,3200000,15165.877,0.5306828,0.018874386,0.010016312,2022-04-26,2020-07-25
WHITE DIAMOND,CATCHER IN THE RYE (IRE),WHISKY MALT,Hembra,Carampangue,6,2020,35000,15164.658,0.6389592,0.061517198,0.03930698,2020-10-19,2018-07-17
ILHA MARIA,HI HAPPY,ILHA DO MEL (USA),Hembra,Santa Ines,27,2024,21000,15156.521,0.60900015,0.057339344,0.034919668,2024-06-10,2022-08-08
ITAMAE,HURRICANE CAT (USA),IBELLA,Macho,El Mallin,23,2022,26000,15141.879,0.7823769,0.06628326,0.051858492,2022-05-10,2020-08-30
MEI LIN,MOST IMPROVED (GB),MACOYA,Hembra,Vacacion,47,2019,15500,15129.655,0.64991385,0.03209531,0.020859186,2019-07-31,2017-08-09
IMPRESS ME,JOHN F KENNEDY (IRE),IMPRESSIVE STRIPE,Macho,NN Criador,24,2019,15500,15129.655,0.59173197,0.033958524,0.020094344,2019-07-31,2017-09-25
JUDOKA HAPPY,HI HAPPY,JUANA DE VALOIS,Macho,La Providencia,12,2022,26000,15114.115,0.7007758,0.06165568,0.04320681,2022-05-15,2020-07-18
OSCURO DIAMANTE,IN THE DARK,CANDY WOMAN (USA),Macho,Ojos Claros,3,2020,28500,15105.804,0.425322,0.07036711,0.02992868,2020-07-27,2018-08-18
MISTER DADDY,DADDY LONG LEGS (USA),LADY ULFAH,Macho,La Madrina,16,2023,28000,15103.243,0.44839886,0.03548422,0.015911084,2023-04-04,2021-10-09
GLORIOSO MISTER,BODEMEISTER (USA),CUEQUITA GLORY,Macho,Firmamento,5,2022,26000,15084.082,0.80071855,0.10154284,0.08130723,2022-05-05,2020-07-28
CORONA BLUES,LE BLUES,TRIANDA,Macho,Varias Procedencias,20,2022,32000,15080.588,0.41178635,0.03544899,0.01459741,2022-08-25,2020-10-03
MINISTER JOY,FORTIFY (USA),SOUTH MIRTH,Macho,La Biznaga,89,2018,450000,15075.377,0.77744687,0.100324295,0.07799681,2018-08-17,2016-10-17
FESTEJO TEXANO,NASHVILLE TEXAN,FIESTA CIVICA,Macho,Masama,15,2023,6000000,15075.377,0.7029249,0.020084474,0.014117877,2023-04-16,2021-10-24
JOY KIWA,FORTIFY (USA),GIANT KNITTER,Hembra,La Biznaga,62,2018,450000,15075.377,0.7148227,0.10889086,0.07783766,2018-08-17,2016-07-18
JOY DOCTRINA,FORTIFY (USA),SOUTH DOROTEA,Hembra,La Biznaga,73,2018,450000,15075.377,0.7648408,0.17455263,0.13350497,2018-08-17,2016-07-28
LE REVELE,EQUAL TALENT,SYLVIE GUILLEM,Macho,San Lorenzo De Areco,6,2023,28000,15072.906,0.7694142,0.020395132,0.015692303,2023-04-13,2021-08-21
LOOK HAPPY,HI HAPPY,LOOK LOVELY,Hembra,Santa Ines,73,2022,26000,15071.278,0.6375445,0.063989595,0.040796217,2022-05-12,2020-08-27
DON LONG,DADDY LONG LEGS (USA),DOÑA TANZA,Macho,Santa Rita,131,2022,26000,15071.278,0.4231837,0.026282446,0.011122303,2022-05-12,2020-10-23
EL VOTO SECRETO,IL CAMPIONE (CHI),RUDE GIRL,Macho,Las Retamas,2,2023,31000,15068.262,0.70461595,0.04259114,0.030010397,2023-08-24,2021-11-05
BUBBLEGUM,FORGE (GB),TATIBITATI,Hembra,Chenaut,5,2023,31000,15061.634,0.47089496,0.025282357,0.011905335,2023-05-09,2021-07-26
AIQUILE,ANGIOLO,REAL LIFE,Macho,El Paraiso,31,2019,680000,15060.907,0.6995893,0.04612988,0.03227197,2019-05-05,2017-10-20
SALIDA NOCTURNA,IN THE DARK,SOUTH SEA,Hembra,Vacacion,103,2020,20000,15059.589,0.5270631,0.081231974,0.042814374,2020-03-15,2018-08-11
SOUTHERN RAIN,IN THE DARK,SOUTHERN BEAUTY,Macho,Vacacion,71,2020,20000,15059.589,0.6078364,0.086716995,0.052709747,2020-03-15,2018-09-08
REY DE LA CIUDAD,CITYSCAPE (GB),UNREAL LAND,Macho,Egalite De 9,15,2024,17000,15053.5,0.59256893,0.02398352,0.014211888,2024-04-21,2022-10-19
PICO DULCE,SEAHENGE (USA),PICADILLY CIRCUS,Macho,La Pasion,38,2022,26000,15051.805,0.736949,0.081116125,0.05977845,2022-04-29,2020-10-21
NEVADISIMO,BODEMEISTER (USA),NIVOLOGIA,Macho,La Pasion,20,2022,26000,15051.805,0.8063739,0.070527844,0.056871813,2022-04-29,2020-09-25
EMBODY,BODEMEISTER (USA),EMBRIDA,Macho,La Pasion,19,2022,26000,15051.805,0.819511,0.049542226,0.0406004,2022-04-29,2020-09-23
CANDY MISTER,BODEMEISTER (USA),CANDY COOKIE,Macho,La Pasion,7,2022,26000,15051.805,0.779795,0.037969604,0.029608507,2022-04-29,2020-08-05
LIMONAZO,BODEMEISTER (USA),LIMESTONE HALL (CAN),Macho,La Pasion,15,2022,26000,15051.805,0.8275879,0.04054348,0.033553295,2022-04-29,2020-09-02
QUILTY,DANIEL BOONE (BRZ),QUE BELLA NOCHE,Macho,Santa Maria De Araras,5,2022,26000,15047.584,0.71975696,0.10467698,0.075341985,2022-04-11,2020-09-01
HIZMET,ORPEN (USA),HIPODAMIA,Hembra,La Providencia,5,2021,24000,15046.04,0.6965615,0.033508264,0.023340566,2021-05-09,2019-10-23
HORSE KEY,KEY DEPUTY (USA),MISS TROVA,Macho,Firmamento,24,2019,650000,15028.901,0.77530646,0.071225636,0.055221695,2019-04-05,2017-11-01
ATENTO KEY,KEY DEPUTY (USA),ATTEND CELEBRE,Macho,Firmamento,19,2019,650000,15028.901,0.8578544,0.14487234,0.12427937,2019-04-05,2017-10-19
HONEY TOP KEY,KEY DEPUTY (USA),HONEY TOP,Macho,Firmamento,21,2019,650000,15028.901,0.8335244,0.13402252,0.11171104,2019-04-05,2017-10-24
PAISANO KEY,KEY DEPUTY (USA),ALDEANA ROYAL,Macho,Firmamento,6,2019,650000,15028.901,0.8269408,0.13583688,0.11232906,2019-04-05,2017-07-28
LANZAROTE,EQUAL STRIPES,LINDA LIDER,Macho,La Pasion,20,2024,22000,15025.186,0.74780947,0.10194157,0.07623287,2024-06-28,2022-09-26
PUPINI,IL CAMPIONE (CHI),PREHISPANICA,Macho,Pozo De Luna,6,2021,25000,15024.456,0.815148,0.14311625,0.11666092,2021-06-15,2019-07-16
OTOSHIMAE,JAPAN (USA),OUTER BEAUTY (USA),Hembra,Santa Maria De Araras,43,2022,25900,14989.709,0.57683915,0.07221996,0.0416593,2022-04-11,2020-08-02
CANDOMBITO,DADDY LONG LEGS (USA),COME WITH ME (CHI),Macho,Los Turfistas,10,2024,20000,14987.553,0.3517435,0.051521007,0.01812218,2024-05-26,2022-09-24
PALERMO CHICO,DADDY LONG LEGS (USA),PULMARI (CHI),Macho,Los Turfistas,3,2024,20000,14987.553,0.43039277,0.044257972,0.01904831,2024-05-26,2022-10-16
SUMMER BOSS,HOLY BOSS (USA),SUMMER SCENT (USA),Macho,La Leyenda,4,2020,28000,14985.768,0.69017917,0.107115105,0.07392862,2020-07-23,2018-09-20
NOTHING LAST FOREVER,REMOTE (GB),FOREVER GILDA,Macho,Firmamento,25,2024,21000,14982.214,0.7299953,0.11365833,0.082970046,2024-05-23,2022-09-29
PALAZZO VECCHIO,ANGIOLO,LA LEOCADIA,Macho,Tres Jotas,1,2021,28000,14980.106,0.7468571,0.09207593,0.06876756,2021-10-19,2019-10-10
MERCATO SEA,IL MERCATO,COQUETTE SEA,Macho,Firmamento,8,2023,34000,14969.627,0.6377671,0.083445646,0.053218886,2023-09-29,2021-08-07
POLIGNANO,LE BLUES,LA VISTA,Macho,Tres Jotas,3,2022,29500,14969.488,0.6000168,0.057001866,0.034202076,2022-09-21,2020-10-20
ANGLE OF LIGHT,ANGIOLO,SOUTHERN CHARM,Macho,El Paraiso,70,2024,17500,14959.134,0.89109564,0.018162016,0.016184093,2024-04-28,2022-07-21
EXPERT ADVICE,IL CAMPIONE (CHI),LA MUCURA,Macho,El Paraiso,17,2021,28000,14954.663,0.88739556,0.04446448,0.039457582,2021-09-26,2019-08-14
SEÑOR DAN,SEÑOR CANDY (USA),MI VIGIA,Macho,La Luisa,14,2022,26000,14950.009,0.79104626,0.060292665,0.04769429,2022-04-07,2020-09-17
CARPE DIEM,DADDY LONG LEGS (USA),SRTA. VANIA,Macho,Carampangue,30,2023,29000,14949.886,0.8588741,0.031347744,0.026923764,2023-06-27,2021-09-30
ABSYNT,MANIPULATOR (USA),ABIDE (FR),Macho,El Mallin,146,2021,24000,14930.693,0.77920234,0.043162342,0.033632196,2021-05-21,2019-07-24
SEXY POR FOTO,SECURITY RISK (USA),SEXY BACK,Macho,La Pasion,7,2022,27000,14924.254,0.75056356,0.037876558,0.028428763,2022-06-24,2020-10-02
FIRULETA,LONG ISLAND SOUND (USA),ABONANZA,Hembra,Rodeo Chico,10,2023,28000,14916.273,0.6876916,0.06901274,0.047459483,2023-03-30,2021-08-26
ESCAPE HATCH,IL CAMPIONE (CHI),GLAD FANTASY,Macho,El Paraiso,15,2021,24000,14903.519,0.8763176,0.04449035,0.038987678,2021-04-24,2019-09-08
HIT SMART,HIT IT A BOMB (USA),DISTINGUIDA NESS,Hembra,Firmamento,11,2020,26800,14895.887,0.6701654,0.0520274,0.034866966,2020-06-24,2018-08-19
CASTI AMANTI,IL MERCATO,CIPRESSI,Hembra,La Pasion,17,2023,29000,14872.166,0.67673755,0.052923504,0.03581532,2023-06-23,2021-07-22
DON ANTHONY,HURRICANE CAT (USA),ANE ALAIA,Macho,Vacacion,59,2022,27000,14860.754,0.71640515,0.027157504,0.019455776,2022-03-27,2020-07-28
LEONIDES,BODEMEISTER (USA),LE CHAT ASSASSIN,Macho,La Pasion,17,2021,26000,14856.2295,0.64934814,0.04005554,0.02600999,2021-07-01,2019-10-10
BED BEACH,TREASURE BEACH (GB),BELL DOME,Macho,Orilla Del Monte,7,2024,17000,14843.902,0.70375425,0.058932066,0.04147369,2024-05-07,2022-07-21
CONTRA PRONOSTICO,DADDY LONG LEGS (USA),CITY STICK,Macho,Los Turfistas,6,2023,31000,14843.002,0.695875,0.039126266,0.02722699,2023-05-21,2021-08-09
BLUE GRAND BLUE,GRAND REWARD (USA),MY BLUEBERRY,Hembra,Firmamento,48,2019,16000,14808.462,0.7958183,0.029694872,0.023631724,2019-09-24,2017-10-06
QADAR,HI HAPPY,QUEEN DIANA,Macho,Santa Ines,20,2024,20500,14795.652,0.64046127,0.04198557,0.026890133,2024-06-10,2022-10-19
EXCELSUM TER,BODEMEISTER (USA),EXCELSUM,Hembra,Firmamento,22,2022,25500,14794.004,0.69322187,0.054058757,0.03747471,2022-05-05,2020-08-02
MASTER CHAMPI,MASTERCRAFTSMAN (IRE),CHAMPI ROMA,Macho,NN Criador,88,2019,15000,14787.363,0.7451432,0.103453994,0.077088036,2019-06-04,2017-08-03
MASTER AL,MASTERCRAFTSMAN (IRE),ALDEANA JANE,Macho,NN Criador,116,2019,15000,14787.363,0.72226006,0.06636699,0.047934227,2019-06-04,2017-11-08
MERELLO CRAFT,MASTERCRAFTSMAN (IRE),MISS MERELLO,Hembra,NN Criador,120,2019,15000,14787.363,0.7061234,0.08702929,0.06145342,2019-06-04,2017-07-30
SEÑORA SILVINA,LIZARD ISLAND (USA),STORMY PURPOSEFUL,Hembra,La Pasion,38,2023,31000,14784.097,0.672742,0.018635435,0.01253684,2023-04-27,2021-07-24
JULIANNE,PUERTO ESCONDIDO,LINDA BABY,Hembra,El Mallin,115,2022,25500,14781.446,0.6700017,0.07982341,0.05348182,2022-05-12,2020-08-17
MAESTRO DE FE,MASTER OF HOUNDS (USA),INMENSA FE,Macho,El Paraiso,64,2023,30000,14767.865,0.74311066,0.036952667,0.027459921,2023-04-23,2021-09-16
AREDO,ANGIOLO,BREDI BREDA,Macho,El Paraiso,49,2023,30000,14767.865,0.7726871,0.05833673,0.04507604,2023-04-23,2021-09-20
STAR POLIYA,MANIPULATOR (USA),STAR QUALITY,Hembra,La Pasion,51,2022,25500,14762.347,0.7389596,0.06748878,0.049871486,2022-04-29,2020-08-25
WAYCA'S PRIZE,PURE PRIZE (USA),WAYCA,Hembra,Carampangue,33,2018,570000,14759.192,0.50900733,0.030588659,0.015569852,2018-09-20,2016-11-12
CENTINELA MAX,DANIEL BOONE (BRZ),CIRCOSTANZA,Hembra,Santa Maria De Araras,34,2022,25500,14758.208,0.71252304,0.06359038,0.04530961,2022-04-11,2020-09-18
REY VIDA BUENA,QUE VIDA BUENA,REALEZA INC,Macho,Don Florentino,2,2022,4200000,14736.842,0.5869355,0.021292174,0.012497134,2022-09-25,2020-07-20
INDIAN CRISS,FULL MAST (USA),INTUICAO DIRETA (BRZ),Hembra,La Providencia,12,2021,23500,14732.581,0.801614,0.025456702,0.02040645,2021-05-09,2019-11-12
LA ISLA MAGICA,LIZARD ISLAND (USA),LA QUINITA (USA),Hembra,La Esperanza,75,2021,24000,14729.809,0.54685086,0.023966322,0.013106003,2021-05-20,2019-08-02
DISTINTA CITY,CITYSCAPE (GB),DISTINTA NISTEL,Hembra,Firmamento,78,2021,24000,14729.809,0.7390776,0.10899898,0.0805587,2021-05-20,2019-07-03
CATCH A COLD,CATCHER IN THE RYE (IRE),MALIKA'S GOLD (USA),Macho,De La Pomme,66,2020,26500,14729.142,0.72288734,0.037670843,0.027231775,2020-06-24,2018-08-01
SHORT SKIRT,EQUAL STRIPES,SINAGRIDA,Hembra,Abolengo,11,2019,15000,14722.804,0.51034117,0.047502875,0.024242673,2019-07-03,2017-08-29
LOVE IT,JOHN F KENNEDY (IRE),LOVE THIS STRIPE,Macho,Abolengo,32,2019,15000,14699.006,0.61719394,0.05354428,0.033047203,2019-04-30,2017-10-10
ERA DEL JAZZ,IL CAMPIONE (CHI),I GUESS,Hembra,El Paraiso,18,2023,5600000,14698.163,0.73874,0.11052555,0.081649646,2023-03-19,2021-08-20
SMART FACE,CIMA DE TRIOMPHE (IRE),SMARTLY,Macho,Santa Ines,32,2019,15000,14670.783,0.7011316,0.01588077,0.011134509,2019-05-15,2017-10-30
NIGHT DANCER,TREASURE BEACH (GB),DANCER AND GLORY,Macho,El Chanar,41,2019,15000,14670.783,0.83202,0.026017189,0.021646822,2019-05-15,2017-09-15
RING THE BELL,ORPEN (USA),RIHANNA,Hembra,La Providencia,7,2020,26500,14668.134,0.7449669,0.07336041,0.05465108,2020-06-21,2018-10-03
LOVE WINNING,ORPEN (USA),LOVE ALWAYS,Hembra,Orilla Del Monte,14,2020,27000,14651.292,0.57670295,0.029416993,0.016964868,2020-08-24,2018-10-18
CURIOUS SONG,SIXTIES SONG,CURIOSA CRAF,Macho,Firmamento,12,2024,18500,14649.593,0.6771145,0.044729974,0.030287314,2024-09-25,2022-07-11
ELICEO,REMOTE (GB),ELIZABETTA,Macho,Vacacion,22,2019,15000,14641.602,0.7133287,0.08920625,0.06363338,2019-07-31,2017-08-28
SHORT SKIRT,EQUAL STRIPES,SINAGRIDA,Hembra,Abolengo,11,2019,15000,14641.602,0.51034117,0.047502875,0.024242673,2019-07-31,2017-08-29
VALID REASON,JOHN F KENNEDY (IRE),VALID CHOICE,Hembra,Abolengo,17,2019,15000,14641.602,0.40746754,0.042059783,0.017137997,2019-07-31,2017-09-24
CODRINGER,COSMIC TRIGGER,CODRINGTON (JPN),Macho,Abolengo,16,2019,15000,14641.602,0.57075113,0.027498154,0.015694603,2019-07-31,2017-10-19
BESOS DE AMOR,ROMAN RULER (USA),BOSTON GIRL,Hembra,Vacacion,3,2019,15000,14641.602,0.7426285,0.045116656,0.033504914,2019-07-31,2017-09-20
FINEZA ROMANA,ROMAN RULER (USA),FINDER'S DREAM (USA),Hembra,Vacacion,7,2019,15000,14641.602,0.59595394,0.05075675,0.030248685,2019-07-31,2017-08-10
EL HOLGAZAN,FORTIFY (USA),LA VAGONETA,Macho,Vacacion,2,2021,27000,14636.015,0.7791922,0.101294346,0.07892776,2021-07-18,2019-10-14
AYAMONTE,DADDY LONG LEGS (USA),LITONIA,Macho,La Madrina,3,2024,16000,14614.434,0.4708066,0.03380457,0.015915414,2024-04-08,2022-09-28
EXPERT,LONG ISLAND SOUND (USA),EXCHANGELY,Macho,El Chanar,32,2021,24000,14613.777,0.7105013,0.046446513,0.03300031,2021-05-19,2019-08-22
LA SHELBY,HURRICANE CAT (USA),JORDAN SHELBY (USA),Hembra,El Mallin,23,2021,24000,14613.777,0.7222872,0.06467306,0.04671252,2021-05-19,2019-10-13
MACEO,SIXTIES SONG,MASTRETTA,Macho,El Turf,7,2023,27500,14613.337,0.64723533,0.08265648,0.053498194,2023-07-06,2021-09-11
BODY ART,CATCHER IN THE RYE (IRE),BELLAS ARTES,Macho,Santa Ines,87,2020,29000,14610.258,0.56299806,0.030828455,0.01735636,2020-10-07,2018-10-26
HADDOK,INTERACTION,HUEYUSCA (CHI),Macho,Pozo De Luna,12,2022,25000,14603.022,0.8218718,0.09092227,0.074726455,2022-06-12,2020-08-24
MASTER DERMOT,DADDY LONG LEGS (USA),MISSED LOVE,Macho,El Chanar,20,2023,27000,14602.435,0.7678428,0.029572349,0.022706917,2023-04-11,2021-09-21
AGEROLLA,BODEMEISTER (USA),ASTOUND (GB),Hembra,La Pasion,51,2021,25000,14583.525,0.5375863,0.049371764,0.026541583,2021-04-28,2019-10-21
MAGICO LEGS,DADDY LONG LEGS (USA),MAGIC NUMBER,Macho,Don Teodoro,67,2023,30000,14582.188,0.4940003,0.036389936,0.017976638,2023-08-24,2021-10-20
JOE HAPPY,GLOBAL HUNTER,JOURDAIN,Macho,La Providencia,32,2019,15000,14576.337,0.7640541,0.03631086,0.02774346,2019-05-31,2017-08-25
BARBY HIT,HIT IT A BOMB (USA),SEATTLE BARBIE,Hembra,Firmamento,31,2021,27000,14569.426,0.77363384,0.09185446,0.071061715,2021-10-13,2019-11-02
CHINA HAPPY,HI HAPPY,CHINA BAY (USA),Hembra,La Madrina,18,2023,27000,14563.841,0.6058198,0.043657675,0.026448686,2023-04-04,2021-09-15
TYRELL,SEAHENGE (USA),TAMARIU,Macho,Vacacion,44,2024,17000,14563.055,0.68507725,0.10862069,0.07441356,2024-03-21,2022-09-15
QATAR BEACH,TREASURE BEACH (GB),QUE PIENSA CAT,Hembra,Vacacion,38,2024,17000,14563.055,0.6618429,0.069144405,0.045762733,2024-03-21,2022-09-04
GALANTES,ANGIOLO,IGUALAME,Hembra,Tres Jotas,17,2022,25000,14562.192,0.7978032,0.024106642,0.019232357,2022-05-27,2020-08-29
STOCK MARKET,HURRICANE CAT (USA),NASDAQ BOOM,Macho,El Mallin,37,2022,25000,14559.499,0.75230795,0.08291559,0.062378056,2022-05-10,2020-08-04
SOFWARE,TREASURE BEACH (GB),INTER LINE,Macho,Comalal,29,2022,25000,14559.499,0.79876685,0.03763517,0.030061726,2022-05-10,2020-08-10
STAY FLO,TREASURE BEACH (GB),STORMY FLO,Hembra,Orilla Del Monte,20,2022,25000,14559.499,0.5958646,0.04065583,0.02422537,2022-05-10,2020-08-12
SAYDA,DADDY LONG LEGS (USA),SAMANTHA,Hembra,Abolengo,41,2024,17000,14554.681,0.60139215,0.06704325,0.040319286,2024-03-20,2022-09-22
RUSELA,SEAHENGE (USA),ROYANITA,Hembra,Vacacion,25,2024,20500,14540.698,0.6192162,0.042717066,0.0264511,2024-06-18,2022-10-05
TALENTOSO,FORTIFY (USA),THUNDERY TERRIFIC,Macho,Santa Elena,86,2020,26000,14533.144,0.7990267,0.20632239,0.1648571,2020-06-12,2018-08-12
RISTRETTO,FULL MAST (USA),RIMA BELLA,Macho,La Providencia,15,2022,25000,14532.804,0.8546372,0.13428995,0.11476919,2022-05-15,2020-10-12
EN PUNTAS DE PIE,IL CAMPIONE (CHI),THE SHARON,Hembra,El Paraiso,48,2024,17000,14531.73,0.69863707,0.061850626,0.04321114,2024-04-28,2022-10-03
ARRIBA LOS CORAZONES,ANGIOLO,SISSY HOUSE,Macho,El Paraiso,55,2024,17000,14531.73,0.70882636,0.038626898,0.027379764,2024-04-28,2022-10-25
ANGIOLOMANIA,ANGIOLO,BETSY LISSA,Hembra,El Paraiso,48,2019,656000,14529.346,0.67609364,0.058239657,0.03937546,2019-05-05,2017-09-30
LOLO SOY,COSMIC TRIGGER,LOLITA RATE,Macho,Abolengo,26,2023,30000,14523.65,0.8007421,0.061444774,0.049201418,2023-05-14,2021-08-26
EVERY DAD,DADDY LONG LEGS (USA),EVERY ROSE,Macho,Abolengo,31,2023,30000,14523.65,0.6894716,0.044954628,0.030994939,2023-05-14,2021-08-23
ERNNY,COSMIC TRIGGER,EMPIRIC RULES,Macho,Abolengo,22,2023,30000,14523.65,0.623077,0.06428219,0.04005275,2023-05-14,2021-10-01
CHOCOLATTA,ENDORSEMENT (USA),CHOCOLOCA,Hembra,La Quebrada,8,2023,30000,14513.71,0.7919285,0.053216875,0.04214396,2023-05-05,2021-09-13
TRAMINER,HI HAPPY,TAURANGA,Macho,Santa Ines,107,2022,25000,14491.613,0.6224722,0.046678454,0.02905604,2022-05-12,2020-08-05
SHAFIR,IL CAMPIONE (CHI),SIFRA,Macho,Santa Ines,105,2022,25000,14491.613,0.7749311,0.12443735,0.09643037,2022-05-12,2020-08-07
TABERLY,JOHN F KENNEDY (IRE),TAHOMA,Macho,Santa Ines,99,2020,31000,14489.644,0.5814619,0.019188102,0.01115715,2020-10-09,2018-09-18
MAN OF LETTERS,MASTER OF HOUNDS (USA),FIVE BY FIVE (USA),Macho,El Paraiso,18,2021,2050000,14487.633,0.8255676,0.015087615,0.012455846,2021-03-22,2019-10-15
ARENALEJO,ANGIOLO,SANDRIA,Macho,El Paraiso,30,2022,25000,14484.41,0.7818066,0.0540916,0.042289168,2022-05-01,2020-08-06
MOZO DE BAR,BODEMEISTER (USA),MOZILLA,Macho,La Pasion,8,2022,25000,14472.889,0.7306077,0.08037146,0.058720008,2022-04-29,2020-08-06
FANATICO PINCHA,BODEMEISTER (USA),FANCY KITTY,Macho,La Pasion,16,2022,25000,14472.889,0.8856435,0.043010317,0.03809181,2022-04-29,2020-09-12
EL INTIMIDADOR,BODEMEISTER (USA),QUEEN PASION (USA),Macho,La Pasion,24,2022,25000,14472.889,0.8185011,0.07990939,0.06540593,2022-04-29,2020-10-06
ON THE BIG,ORPEN (USA),LA GRAN PORTADA,Macho,Orilla Del Monte,129,2019,650000,14460.512,0.7040396,0.04688452,0.03300856,2019-06-06,2017-10-11
SI QUERIDO,SEÑOR CANDY (USA),SI QUERES,Macho,De La Pomme,65,2020,26000,14451.233,0.7126271,0.059675384,0.042526297,2020-06-24,2018-08-15
ES CALIU,EASING ALONG (USA),ENTIDAD SUPREMA,Macho,La Pasion,13,2020,26000,14451.233,0.68985564,0.06130061,0.04228857,2020-06-24,2018-08-22
AGATHOS,CATCHER IN THE RYE (IRE),ARLARA (USA),Macho,Santa Ines,31,2020,26000,14451.233,0.54393077,0.04513408,0.024549814,2020-06-24,2018-08-23
ARTE PURO,COSMIC TRIGGER,ARTESANA PURA,Macho,Santa Rita,7,2024,16500,14449.753,0.68096024,0.041571267,0.02830838,2024-04-18,2022-08-25
QUICKTIME,DANIEL BOONE (BRZ),QUEEN DALILLA,Macho,Santa Maria De Araras,11,2021,22000,14447.204,0.6534532,0.068361014,0.04467072,2021-04-12,2019-09-17
AFRICAN MODE,ANGIOLO,SHAMANICA,Hembra,El Paraiso,10,2023,5500000,14435.695,0.63868797,0.047504637,0.03034064,2023-03-19,2021-08-20
TARABIN,FORTIFY (USA),TAMRA,Macho,Santa Ines,14,2024,20000,14434.783,0.72411615,0.10968218,0.07942264,2024-06-10,2022-08-10
RITMO DE JAZZ,REMOTE (GB),ALLEY JAZZ (USA),Macho,Firmamento,15,2018,550000,14428.122,0.76638085,0.08932831,0.0684595,2018-09-26,2016-10-26
CACIQUE SPRING,GREENSPRING (USA),CLASSIC CHARM,Macho,Vikeda,3,2022,25000,14427.609,0.63822865,0.023234999,0.014829242,2022-05-19,2020-08-22
SUSPIRO ENCANTADOR,IN THE DARK,SOPHISTIQUE,Macho,Vacacion,21,2022,25000,14427.609,0.6375717,0.038189266,0.024348395,2022-05-19,2020-08-06
VINO PATERO,SEÑOR CANDY (USA),VIOLETINHA,Macho,De La Pomme,13,2019,660000,14426.2295,0.750327,0.056789514,0.042610705,2019-05-07,2017-10-31
CRUZADO DE OLVIDO,SUGGESTIVE BOY,LE CITE,Macho,Pozo De Luna,2,2019,660000,14426.2295,0.667531,0.0254893,0.017014898,2019-05-07,2017-08-12
